index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
6,36,tv_creature-comforts,Creature Comforts,tv show,http://www.metacritic.com/tv/creature-comforts,69,13,9,3,1,7.4,41,24,0,9,NA,CBS,NA,NA,"Jun  4, 2007",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,"The makers of Wallace & Gromit bring you this collection of animated film shorts, which takes audio interviews of people on the street and uses them as voice tracks for stop-motion animals. Based..."
7,38,tv_lil-bush,Lil' Bush,tv show,http://www.metacritic.com/tv/lil-bush,31,10,1,2,7,4.2,122,27,4,38,NA,Comedy Central,NA,NA,"Jun 13, 2007",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Returning Series,Lil' Bush cracks satirical jokes at the Bush administration.  The show depicts the administration members as pint-size cartoon characters.  The title character is accompanied by Lil' Cheney and...
8,41,tv_unsupervised,Unsupervised,tv show,http://www.metacritic.com/tv/unsupervised,45,16,3,10,3,5.6,23,8,1,5,NA,FX,NA,NA,"Jan 19, 2012",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,New Series,An animated comedy about best friends Gary and Joel (Justin Long & David Hornsby) who go through life without any parental input.
9,41,tv_napoleon-dynamite,Napoleon Dynamite,tv show,http://www.metacritic.com/tv/napoleon-dynamite,46,22,3,9,10,5.3,44,10,3,4,NA,FOX,NA,NA,"Jan 15, 2012",NA,NA,NA,30,Animation,NA,Ended,"The animated comedy is based on the 2004 movie, with Jon Heder reprising his role as Napoleon."
10,41,tv_allen-gregory,Allen Gregory,tv show,http://www.metacritic.com/tv/allen-gregory,39,21,1,12,8,3.0,55,8,4,12,NA,FOX,NA,NA,"Oct 30, 2011",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,"The animated comedy created by Jonah Hill, Andrew Mogel, and Jarred Paul focuses on the seven-year-old title character voiced by Hill."
11,41,tv_good-vibes,Good Vibes,tv show,http://www.metacritic.com/tv/good-vibes,58,9,3,5,1,7.2,6,3,0,0,NA,MTV - Music Television,NA,NA,"Oct 27, 2011",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,"The animated comedy follows the lives of Mondo and his best friend Woodie as they navigate life as teenagers in Playa Del Toro, California."
12,41,tv_bobs-burgers,Bob's Burgers,tv show,http://www.metacritic.com/tv/bobs-burgers,54,20,7,9,4,5.9,92,27,7,15,NA,FOX,NA,NA,"Jan  9, 2011",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Returning Series,"From the Loren Bouchard, co-creator of Home Movies comes this animated comedy series about a burger flipper from a seaside East Coast town."
13,42,tv_ugly-americans,Ugly Americans,tv show,http://www.metacritic.com/tv/ugly-americans,62,8,5,2,1,6.7,92,15,3,12,NA,Comedy Central,NA,NA,"Mar 17, 2010",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,New Series,"New York is overrun with extraterrestrials (zombies, demons, aliens) attempting to assimilate into society alongside humans in this animated Comedy Central series."
14,42,tv_the-ricky-gervais-show,The Ricky Gervais Show,tv show,http://www.metacritic.com/tv/the-ricky-gervais-show,63,17,9,7,1,8.1,9,4,0,0,NA,HBO,NA,NA,"Feb 19, 2010",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,On Hiatus / TBD,"Based on the series of podcasts that Gervais did with longtime partner Stephen Merchant, this comedy team convenes to bring HBO an animated series about their hilarious friend Karl Pilkington."
15,42,tv_archer,Archer,tv show,http://www.metacritic.com/tv/archer,78,20,19,1,0,9.1,149,39,1,3,NA,FX,NA,NA,"Jan 14, 2010",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Returning Series,"Archer is an animated, half-hour comedy set at the International Secret Intelligence Service (ISIS), a spy agency where espionage and global crises are merely opportunities for its highly trained..."
16,43,tv_the-cleveland-show,The Cleveland Show,tv show,http://www.metacritic.com/tv/the-cleveland-show,57,18,6,10,2,3.5,165,27,10,44,NA,FOX,NA,NA,"Sep 27, 2009",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Returning Series,"This FOX animated comedy is a spin-off of the much-loved series Family Guy. The series features the adventures of Peter Griffin's neighbor Cleveland Brown. Many years ago, Cleveland made a promise..."
17,43,tv_glenn-martin-dds,"Glenn Martin, DDS",tv show,http://www.metacritic.com/tv/glenn-martin-dds,48,9,2,4,3,5.4,147,35,2,31,NA,Nickelodeon,NA,NA,"Aug 17, 2009",NA,NA,NA,22,Animation,NA,New Series,"Glenn Martin, DDS is a stop-motion series created by Eric Fogel and Michael Eisner and animated in Canada by Cuppa Coffee Studios. It involves Glenn Martin, a traveling dentist who takes his family..."
18,43,tv_the-life-times-of-tim,The Life & Times of Tim,tv show,http://www.metacritic.com/tv/the-life-times-of-tim,57,13,7,3,3,7.8,44,11,1,0,NA,HBO,NA,NA,"Sep 28, 2008",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,This animated comedy brings viewers into the fascinating life of a twenty-something guy.
0,0,tv_camp-rock,Camp Rock,tv show,http://www.metacritic.com/tv/camp-rock,65,16,9,7,0,3.8,48,3,2,7,NA,Disney,NA,NA,"Jun 20, 2008",NA,NA,NA,120,"[u'Children', u'Movie/Mini-Series']",NA,TV Movie,"A young girl named Mitchie Torres is desperate to go to Camp Rock. When her mom is hired as the Camp's cook, she gets to go as long as she helps out in the kitchen. When she is overheard singing by..."
1,0,tv_high-school-musical-2,High School Musical 2,tv show,http://www.metacritic.com/tv/high-school-musical-2,72,23,20,3,0,6.6,93,28,4,18,NA,Disney,NA,NA,"Aug 17, 2007",NA,NA,NA,120,"[u'Children', u'Movie/Mini-Series']",NA,TV Movie,"In the sequel, school's out for summer and now, the competition moves from the fields of high school to the lawns of high society -- also known as the Country Club. When the other East High..."
2,1,tv_the-sarah-jane-adventures,The Sarah Jane Adventures,tv show,http://www.metacritic.com/tv/the-sarah-jane-adventures,66,5,4,1,0,8.5,13,4,0,0,NA,BBC-1,NA,NA,"Sep 24, 2007",NA,NA,NA,30,"[u'Science-Fiction', u'Children']",NA,Ended,"""I saw amazing things, out there in space. But there is strangeness to be found wherever you turn. Life on Earth can be an adventure too... you just need to know where to look!"" The Sarah Jane..."
3,2,tv_felicity-an-american-girl-adventure,Felicity: An American Girl Adventure,tv show,http://www.metacritic.com/tv/felicity-an-american-girl-adventure,69,8,6,2,0,9.1,9,7,0,1,NA,WB,NA,NA,"Nov 29, 2005",NA,NA,NA,120,"[u'Drama', u'Children']",NA,TV Movie,"Felicity Merriman, the fourth character in American Girl's popular line of historical dolls and books, is the central character in this heartwarming family drama set in the time leading up to the..."
4,2,tv_the-electric-company,The Electric Company,tv show,http://www.metacritic.com/tv/the-electric-company,74,8,7,1,0,7.8,6,2,1,1,NA,PBS,NA,NA,"Jan 23, 2009",NA,NA,NA,60,"[u'Variety Shows', u'Children']",NA,New Series,"""Hey You guyyyyyyyys!"" PBS resurrects the 1970s favorite kid's program The Electric Company for a new generation! Full of didactic stories and engaging song and dance routines, the creators aim to..."
5,12,tv_gym-teacher-the-movie,Gym Teacher: The Movie,tv show,http://www.metacritic.com/tv/gym-teacher-the-movie,61,4,2,2,0,NA,0,NA,NA,NA,NA,Nickelodeon,NA,NA,"Sep 12, 2008",NA,NA,NA,95,"[u'Children', u'Movie/Mini-Series']",NA,TV Movie,Failed gold medal contender David Stewie is a gym teacher bent on achieving the Teacher of the Year award. The only thing that stands between him and his award is an awkward transfer student with...
6,20,tv_baby-daddy,Baby Daddy,tv show,http://www.metacritic.com/tv/baby-daddy,51,8,2,5,1,5.9,15,3,0,2,NA,ABC Family,NA,NA,"Jun 20, 2012",NA,NA,NA,30,"[u'Comedy', u'Drama', u'Children']",NA,New Series,"After Ben's (Jean-Luc Bilodeau) ex-girlfriend leaves him with his baby daughter he never knew about, he decides to raise her with the help of his mother Bonnie (Melissa Peterman), his brother Danny..."
7,20,tv_the-nine-lives-of-chloe-king,The Nine Lives of Chloe King,tv show,http://www.metacritic.com/tv/the-nine-lives-of-chloe-king,68,9,6,3,0,7.9,27,13,2,0,NA,ABC Family,NA,NA,"Jun 14, 2011",NA,NA,NA,60,"[u'Drama', u'Children']",NA,Ended,"Based on the book series by Celia Thomson, Skyler Samuels will play a girl who learns she has special powers."
8,20,tv_huge,Huge,tv show,http://www.metacritic.com/tv/huge,70,13,9,4,0,6.2,19,1,0,0,NA,ABC Family,NA,NA,"Jun 28, 2010",NA,NA,NA,30,Children,NA,Ended,"Nikki Blonsky, from Hairspray, plays Willamina, a typical teenager girl facing struggles with body images in ABC Family's new series ""Huge"".  Seven teenage girls and the staff of Wellness Canyon, a..."
0,0,tv_pushing-daisies,Pushing Daisies,tv show,http://www.metacritic.com/tv/pushing-daisies,86,30,30,0,0,8.1,202,98,6,18,NA,ABC,NA,NA,"Oct  3, 2007",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"This romantic comedy shows us the fairy tale-like world of Ned, a man who can bring dead people back to life through the power of his touch. The same touch he must use to ""kill"" them after no more..."
1,0,tv_kitchen-confidential,Kitchen Confidential,tv show,http://www.metacritic.com/tv/kitchen-confidential,64,20,10,10,0,8.1,19,9,0,3,NA,FOX,NA,NA,"Sep 19, 2005",NA,NA,NA,30,Comedy,NA,Ended,"""Kitchen Confidential,"" based on Anthony Bourdain's memoir about food, drugs and working in the kitchens of top restaurants. It is a single camera comedy.Jack Bourdain, played by Bradley Cooper,..."
2,1,tv_pepper-dennis,Pepper Dennis,tv show,http://www.metacritic.com/tv/pepper-dennis,37,21,2,7,12,9.2,102,81,0,5,NA,WB,NA,NA,"Apr  4, 2006",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"Pepper Dennis is a beautiful and ambitious reporter with her sights set on anchoring Chicago's top-rated evening news broadcast. Her career is her top priority, but she does have close friends --..."
3,2,tv_10-items-or-less,10 Items Or Less,tv show,http://www.metacritic.com/tv/10-items-or-less,43,13,3,3,7,5.6,27,10,2,6,NA,Other,NA,NA,"Nov 27, 2006",NA,NA,NA,30,Comedy,NA,Ended,10 Items Or Less stars John Lehr (Memron) as a struggling New York City businessman who moves home to take over the family supermarket following the death of his father. He has a hard time...
4,3,tv_the-class,The Class,tv show,http://www.metacritic.com/tv/the-class,59,27,15,7,5,7.7,79,50,3,13,"David Crane, Jeffrey Klarik",CBS,NA,NA,"Sep 18, 2006",NA,NA,NA,30,"[u'Comedy', u'Drama']",NA,Ended,"In this CBS comedy created by David Crane and Jeffrey Klarik, the writers of such hits as ""Friends"" and ""Mad About You,"" a group of twenty-somethings who were third-grade classmates are reunited at..."
5,3,tv_love-monkey,Love Monkey,tv show,http://www.metacritic.com/tv/love-monkey,64,25,16,7,2,7.9,77,49,6,7,NA,VH1,NA,NA,"Apr 11, 2006",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,New Series,"The series is about four male friends at different stages of life and love as told through the eyes of a single, thirtysomething record executive.  

Michael Rauch and Mark Johnson will be..."
6,3,tv_sordid-lives-the-series,Sordid Lives: The Series,tv show,http://www.metacritic.com/tv/sordid-lives-the-series,65,6,3,3,0,9.1,19,7,2,0,NA,LOGO,NA,NA,"Jul 23, 2008",NA,NA,NA,30,"[u'Comedy', u'Soap']",NA,Ended,"Sordid Lives: The Series is a comedy prequel to the stage play and 2000 full-length film of the same name that featured performances by Olivia Newton-John, Beau Bridges, and Delta Burke among..."
7,3,tv_the-tonight-show-with-conan-obrien,The Tonight Show with Conan O'Brien,tv show,http://www.metacritic.com/tv/the-tonight-show-with-conan-obrien,67,12,7,5,0,7.8,60,22,3,9,NA,NBC,NA,NA,"Jun  1, 2009",NA,NA,NA,60,"[u'Comedy', u'Talk Shows', u'Reality']",NA,Ended,"Conan O'Brien, formerly Late Night veteran, moves to the West coast taking over as the fifth host of The Tonight Show. New studio, new style, same good old television institution. Conan O'Brien..."
8,3,tv_californication,Californication,tv show,http://www.metacritic.com/tv/californication,70,24,17,5,2,8.5,217,78,4,11,NA,Showtime,NA,NA,"Aug 13, 2007",NA,NA,NA,30,"[u'Comedy', u'Drama']",NA,Returning Series,"David Duchovny is the lead in this comedy about a book writer always running into trouble with sex, drugs and women, while struggling to maintain a relationship with his ex-girlfriend and trying to..."
9,4,tv_the-new-adventures-of-old-christine,The New Adventures of Old Christine,tv show,http://www.metacritic.com/tv/the-new-adventures-of-old-christine,64,26,16,7,3,7.2,77,33,1,15,NA,CBS,NA,NA,"Mar 13, 2006",NA,NA,NA,30,Comedy,NA,Ended,"The New Adventures of Old Christine is a comedy about a 35-year-old divorced mom (Julia Louis-Dreyfus, Seinfeld), who runs a 30-minute female-only gym with Barbara 'Barb'(Wanda Sykes), and tries to..."
10,4,tv_the-unusuals,The Unusuals,tv show,http://www.metacritic.com/tv/the-unusuals,63,22,12,9,1,9.0,65,38,1,2,NA,ABC,NA,NA,"Apr  8, 2009",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"The Unusuals is described as a crime procedural dramedy set in modern-day New York City. Sometimes life takes an unexpected turn, as in the morning Casey Shraeger, a vice detective, is assigned to..."
11,4,tv_how-i-met-your-mother,How I Met Your Mother,tv show,http://www.metacritic.com/tv/how-i-met-your-mother,69,25,16,6,3,8.5,433,135,3,21,NA,CBS,NA,NA,"Sep 19, 2005",NA,NA,NA,30,Comedy,NA,Returning Series,"Narrated by an (unseen) man in the year 2030 telling his children the story of his 20-something years, this ""Friends""-like sitcom actually revolves around a group of five friends in present-day..."
12,4,tv_factory,Factory,tv show,http://www.metacritic.com/tv/factory,63,8,4,4,0,NA,0,0,0,0,NA,Spike TV,NA,NA,"Jun 29, 2008",NA,NA,NA,30,Comedy,NA,On Hiatus / TBD,Spike TV's first original comedy series is about four work-weary slackers in a small town factory and their efforts to avoid accomplishing actual work tasks. Strangers with Candy co-creator Mitch...
13,4,tv_sex-love-secrets,"Sex, Love & Secrets",tv show,http://www.metacritic.com/tv/sex-love-secrets,41,16,3,6,7,8.4,23,13,1,2,NA,UPN,NA,NA,"Sep 27, 2005",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"UPN's ""Wildlife"" comedy-drama is about a group of 20-somethings living in the hip Hollywood community of Silver Lake."
14,5,tv_free-ride,Free Ride,tv show,http://www.metacritic.com/tv/free-ride,45,26,4,14,8,6.1,57,26,1,20,NA,FOX,NA,NA,"Mar  1, 2006",NA,NA,NA,30,Comedy,NA,Ended,Free Ride is a partially improvised comedy that follows recent UC Santa Barbara graduate Nate Stahlings (Josh Dean) as he boomerangs home to move back in with his parents in their small Midwestern...
15,6,tv_sit-down-comedy-with-david-steinberg,Sit Down Comedy with David Steinberg,tv show,http://www.metacritic.com/tv/sit-down-comedy-with-david-steinberg,68,6,4,2,0,7.4,8,5,1,1,NA,TV LAND,NA,NA,"Dec 14, 2005",NA,NA,NA,30,"[u'Comedy', u'Talk Shows', u'Reality']",NA,Ended,"A comedian himself, as well as a director (Mad About You, Curb Your Enthusiasm) and producer, David Steinberg hosts a 6-episode series on TV Land interviewing a single comedian in each half-hour..."
16,6,tv_privileged,Privileged,tv show,http://www.metacritic.com/tv/privileged,58,14,8,2,4,8.8,17,5,0,1,NA,The CW,NA,NA,"Sep  9, 2008",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"Originally called Surviving the Filthy Rich, this CW drama is an adaptation of the popular Zoey Dean novel How to Teach Filthy Rich Girls. In the series, Yale graduate Megan Smith recently moves to..."
17,7,tv_lewis-blacks-root-of-all-evil,Lewis Black's Root of All Evil,tv show,http://www.metacritic.com/tv/lewis-blacks-root-of-all-evil,74,6,5,1,0,5.2,49,13,2,18,NA,Comedy Central,NA,NA,"Mar 12, 2008",NA,NA,NA,30,Comedy,NA,Ended,"A rotating roster of comedians argue over who or what is the root of all evil in this courtroom parody. Lewis Black of The Daily Show with Jon Stewart presides as judge, and topics debated include..."
18,9,tv_the-war-at-home,The War at Home,tv show,http://www.metacritic.com/tv/the-war-at-home,28,21,1,6,14,3.6,82,20,1,42,NA,FOX,NA,NA,"Sep 11, 2005",NA,NA,NA,30,Comedy,NA,Ended,"The War at Home is a half hour comedy on FOX about two parents Dave (played by Michael Rapaport, from ""Boston Public"") and Vicky (played by Anita Barone, from ""The Jeff Foxworthy Show"") and their..."
19,9,tv_the-middleman,The Middleman,tv show,http://www.metacritic.com/tv/the-middleman,73,8,7,1,0,8.1,25,11,0,0,NA,ABC Family,NA,NA,"Jun 16, 2008",NA,NA,NA,60,"[u'Science-Fiction', u'Comedy', u'Drama']",NA,Ended,"Fighting evil so you don't have to.Wendy Watson is recruited by The Middleman as his protégée. The Middleman, a milk-guzzling comic-book-like superhero, protects humanity from the supernatural..."
20,10,tv_everybody-hates-chris,Everybody Hates Chris,tv show,http://www.metacritic.com/tv/everybody-hates-chris,88,32,31,1,0,8.1,156,88,3,15,NA,The CW,NA,NA,"Sep 22, 2005",NA,NA,NA,30,Comedy,NA,Ended,"Motivated by his childhood experiences, Emmy Award-winner/actor/comedian Chris Rock, narrates this very hilarious & touching story of a teenager growing up as the oldest of three children in..."
21,10,tv_late-night-with-jimmy-fallon,Late Night with Jimmy Fallon,tv show,http://www.metacritic.com/tv/late-night-with-jimmy-fallon,48,13,1,11,1,5.0,89,17,4,29,NA,NBC,NA,NA,"Mar  2, 2009",NA,NA,NA,60,"[u'Comedy', u'Talk Shows', u'Reality']",NA,Returning Series,Saturday Night Live veteran Jimmy Fallon takes the Late Night reins from Conan O'Brien when O'Brien succeeds Jay Leno as new host of The Tonight Show in 2009.
22,12,tv_the-knights-of-prosperity,The Knights of Prosperity,tv show,http://www.metacritic.com/tv/the-knights-of-prosperity,64,28,16,10,2,8.1,34,22,1,5,NA,ABC,NA,NA,"Jan  3, 2007",NA,NA,NA,30,Comedy,NA,Ended,"In this comedy from ABC, Eugene Gurkin (Donal Logue) spent years dreaming of quitting his graveyard janitorial job and opening a bar. But like a lot of people, he doesn't have enough money to make..."
23,12,tv_emilys-reasons-why-not,Emily's Reasons Why Not,tv show,http://www.metacritic.com/tv/emilys-reasons-why-not,48,23,2,16,5,4.5,30,8,1,14,NA,ABC,NA,NA,"Jan  9, 2006",NA,NA,NA,30,"[u'Comedy', u'Drama']",NA,Ended,"Emily Sanders (Heather Graham)  is a successful young woman with terrific taste, great friends and a fabulous job in publishing. She didn't get to this place in life by accident. She worked hard..."
